date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2021-12-11,1011448,RW53,51.0,40.2745,25.9699,93.4314,100.3065,324.6863,329.0124,146.1886,93.7672,98.7239,final
2021-12-21,1011448,RW53,51.0,44.7647,34.0869,100.6078,92.2229,338.3529,338.4876,127.318,108.2026,99.9614,final
2022-01-01,1011448,RW53,51.0,15.7843,22.3007,100.8235,82.3575,307.098,323.8516,76.1312,119.9941,94.9817,final
2022-01-11,1011448,RW53,51.0,38.1176,21.7203,98.6667,78.1078,314.6863,307.8497,161.3669,123.3337,102.1509,final
2022-01-21,1011448,RW53,51.0,23.3137,23.6288,77.2157,67.6497,270.4902,285.6131,98.8996,112.3195,94.8842,final
2022-02-01,1011448,RW53,51.0,35.902,24.5013,97.3333,69.8503,275.098,264.6935,138.6446,134.4182,103.7877,final
2022-02-11,1011448,RW53,51.0,54.098,28.3059,113.3137,76.4359,305.4118,254.8503,177.4402,142.6649,119.0906,final
2022-02-21,1011448,RW53,51.0,39.6471,24.8634,129.6471,77.6706,307.4706,237.5431,149.5043,159.2861,128.2486,final
2022-03-01,1011448,RW53,51.0,36.8627,43.902,130.6078,97.0712,328.7647,249.2791,85.6055,131.3218,130.6564,final
2022-03-11,1011448,RW53,51.0,40.7255,37.5176,117.2353,106.283,329.2157,260.8268,107.5447,109.4186,125.2519,final
2022-03-21,1011448,RW53,51.0,33.3529,55.683,110.9412,137.1026,317.8039,282.4229,63.2021,82.2155,112.0993,final
2022-04-01,1011448,RW53,51.0,22.3333,55.8608,96.4118,149.0614,324.3529,315.983,44.9112,66.8998,102.5676,final
2022-04-11,1011448,RW53,51.0,73.098,53.6732,128.7843,165.217,359.3333,347.9359,133.1068,79.2071,103.1842,final
2022-04-21,1011448,RW53,51.0,102.1569,41.9516,197.5882,151.4856,438.1765,366.2588,228.2282,128.5491,119.1139,final
2022-05-01,1011448,RW53,51.0,16.3725,39.5438,191.6275,135.1686,418.6471,381.3013,47.981,138.8919,109.544,final
2022-05-11,1011448,RW53,51.0,11.3529,29.102,129.8824,110.5974,375.902,382.0974,47.9531,115.9912,98.4199,final
2022-05-21,1011448,RW53,51.0,67.2745,26.2791,95.0,94.9248,403.5294,383.5131,231.0634,100.0716,105.0866,final
2022-06-01,1011448,RW53,51.0,3.3922,9.0052,82.0196,64.3863,370.0588,348.6163,59.9216,123.7051,105.9792,final
2022-06-11,1011448,RW53,51.0,2.098,4.3856,72.7647,39.6699,331.4314,315.4843,75.6267,166.6294,104.8995,final
2022-06-21,1011448,RW53,51.0,2.0392,3.2562,7.5294,16.6471,300.1176,263.0575,85.2597,65.7837,113.5723,final
2022-07-01,1011448,RW53,51.0,1.3725,2.1595,5.5098,9.8013,279.1569,209.3562,89.0086,78.3272,131.8207,final
2022-07-11,1011448,RW53,51.0,0.9804,1.3928,4.3922,6.8085,207.0392,157.0758,93.5487,85.6243,129.9046,final
2022-07-21,1011448,RW53,51.0,6.1765,3.3673,8.5294,6.9196,111.0588,118.4915,133.5729,109.5144,94.2154,final
2022-08-01,1011448,RW53,51.0,8.0392,9.1444,15.1961,13.9046,102.7255,88.0922,92.1861,105.4027,114.9179,final
2022-08-11,1011448,RW53,51.0,17.0392,10.6843,31.2549,23.1961,108.4118,69.6745,140.5176,124.2764,148.6194,final
2022-08-21,1011448,RW53,51.0,28.5882,16.5961,53.6667,36.4248,69.7255,59.9915,155.5293,137.1392,113.9074,final
2022-09-01,1011448,RW53,51.0,14.902,24.3699,60.5294,51.6503,81.2353,75.3562,67.763,114.4023,106.8877,final
2022-09-11,1011448,RW53,51.0,23.8431,24.168,67.3333,65.134,102.9804,95.1386,98.8863,102.9272,107.4586,final
2022-09-21,1011448,RW53,51.0,25.0392,24.6118,63.7843,73.1497,125.9804,116.4941,101.4435,88.7367,107.4994,final
2022-10-01,1011448,RW53,51.0,23.0392,36.9366,71.9216,85.7163,147.6471,151.2712,66.861,85.5879,97.7527,final
2022-10-11,1011448,RW53,51.0,17.6667,37.7222,65.7451,99.2706,164.3333,187.6007,53.0559,69.3188,88.2251,final
2022-10-21,1011448,RW53,51.0,46.3725,45.8654,87.0784,120.5242,204.5294,230.0987,100.9971,74.3758,89.3505,final
2022-11-01,1011448,RW53,51.0,29.1373,45.4209,93.1765,129.0085,225.6275,266.3752,67.7046,74.2231,85.2564,final
2022-11-11,1011448,RW53,51.0,52.8627,38.149,128.3725,129.4353,261.451,293.8399,134.0998,99.2378,89.3401,final
2022-11-21,1011448,RW53,51.0,41.2353,42.1706,123.2353,125.7405,274.098,319.4144,98.0172,98.1544,86.2434,final
2022-12-01,1011448,RW53,51.0,46.9216,32.166,141.0196,112.4856,306.1176,327.2105,139.7017,123.2958,93.7449,final
2022-12-11,1011448,RW53,51.0,27.3137,25.9699,115.4706,100.3065,309.5882,329.0124,104.339,113.7472,94.2704,final
2022-12-21,1011448,RW53,51.0,26.549,34.0869,100.7843,92.2229,311.098,338.4876,80.715,108.3753,92.1405,final
2023-01-01,1011448,RW53,51.0,20.4706,22.3007,74.3333,82.3575,308.5294,323.8516,93.2966,91.3118,95.4105,final
2023-01-11,1011448,RW53,51.0,58.3333,21.7203,105.3529,78.1078,349.1961,307.8497,237.0236,130.9224,113.0082,final
2023-01-21,1011448,RW53,51.0,36.4902,23.6288,115.2941,67.6497,339.3137,285.6131,144.9249,161.3582,118.1659,final
2023-02-01,1011448,RW53,51.0,5.4706,24.5013,100.2941,69.8503,315.6471,264.6935,35.4919,138.1261,118.5493,final
2023-02-11,1011448,RW53,51.0,3.8039,28.3059,45.7647,76.4359,266.5882,254.8503,26.4335,64.5156,104.4319,final
2023-02-21,1011448,RW53,51.0,18.8824,24.8634,28.1569,77.6706,244.2353,237.5431,79.972,43.523,102.7034,final
2023-03-01,1011448,RW53,51.0,16.4706,43.902,39.1569,97.0712,213.7843,249.2791,43.9054,45.9104,86.3102,final
2023-03-11,1011448,RW53,51.0,80.7255,37.5176,116.0784,106.283,267.1961,260.8268,201.6233,108.4238,102.3518,final
2023-03-21,1011448,RW53,51.0,55.6078,55.683,152.8039,137.1026,296.2549,282.4229,99.8761,110.6737,104.7301,final
2023-04-01,1011448,RW53,51.0,54.2941,55.8608,190.6275,149.0614,330.0784,315.983,97.4258,126.132,104.324,final
2023-04-11,1011448,RW53,51.0,72.3922,53.6732,182.2941,165.217,344.1373,347.9359,131.9038,109.7463,98.9387,final
2023-04-21,1011448,RW53,51.0,51.4314,41.9516,178.1176,151.4856,359.0784,366.2588,120.1904,116.4919,98.0916,final
2023-05-01,1011448,RW53,51.0,79.9412,39.5438,203.7647,135.1686,433.549,381.3013,190.6914,147.2527,113.3523,final
2023-05-11,1011448,RW53,51.0,7.0588,29.102,138.4314,110.5974,436.8039,382.0974,35.3611,123.0801,113.9523,final
2023-05-21,1011448,RW53,51.0,7.5882,26.2791,94.5882,94.9248,425.5098,383.5131,40.2449,99.6792,110.6723,final
2023-06-01,1011448,RW53,51.0,2.7059,9.0052,17.3529,64.3863,411.7451,348.6163,55.0215,36.7715,117.6034,final
2023-06-11,1011448,RW53,51.0,4.0196,4.3856,14.3137,39.6699,335.0392,315.4843,96.1003,48.9506,106.0079,final
2023-06-21,1011448,RW53,51.0,1.3529,3.2562,8.0784,16.6471,280.7843,263.0575,76.9474,67.844,106.492,final
2023-07-01,1011448,RW53,51.0,1.4314,2.1595,6.8039,9.8013,227.9216,209.3562,89.8302,84.8627,108.4636,final
2023-07-11,1011448,RW53,51.0,0.8039,1.3928,3.5882,6.8085,156.3333,157.0758,90.7883,80.8415,99.5556,final
2023-07-21,1011448,RW53,51.0,0.9804,3.3673,3.2157,6.9196,105.8824,118.4915,71.4732,78.1087,90.1868,final
2023-08-01,1011448,RW53,51.0,1.902,9.1444,3.6863,13.9046,27.8431,88.0922,48.7963,57.2538,38.5792,final
2023-08-11,1011448,RW53,51.0,1.7843,10.6843,4.6667,23.1961,22.5686,69.6745,43.2554,44.1819,40.8771,final
2023-08-21,1011448,RW53,51.0,2.0392,16.5961,5.7255,36.4248,17.0196,59.9915,32.5949,33.873,38.6041,final
2023-09-01,1011448,RW53,51.0,30.8431,24.3699,34.6667,51.6503,45.1569,75.3562,122.0402,72.4516,64.6196,final
2023-09-11,1011448,RW53,51.0,46.3725,24.168,79.2549,65.134,87.5098,95.1386,176.1266,118.7943,92.7441,final
2023-09-21,1011448,RW53,51.0,25.0392,24.6118,102.2549,73.1497,111.1961,116.4941,101.4435,135.0034,95.8116,final
2023-10-01,1011448,RW53,51.0,26.1373,36.9366,97.549,85.7163,135.902,151.2712,74.2484,112.3622,90.4699,final
2023-10-11,1011448,RW53,51.0,37.8627,37.7222,89.0392,99.2706,172.9608,187.6007,100.3289,90.6367,92.5912,final
2023-10-21,1011448,RW53,51.0,29.0392,45.8654,93.0392,120.5242,201.0196,230.0987,66.9202,78.9426,87.8887,final
2023-11-01,1011448,RW53,51.0,31.8039,45.4209,98.7059,129.0085,230.9216,266.3752,72.9934,78.2009,87.1719,prelim
2023-11-11,1011448,RW53,51.0,43.3922,38.149,104.2353,129.4353,272.5294,293.8399,112.1512,81.9271,92.9863,prelim
2023-11-21,1011448,RW53,51.0,52.3725,42.1706,127.5686,125.7405,322.8627,319.4144,121.6278,101.3468,101.0468,prelim
2023-12-01,1011448,RW53,51.0,33.6471,32.166,129.4118,112.4856,325.6667,327.2105,103.9849,113.8189,99.5422,prelim
2019-01-01,1011457,RW27,22.0,19.9545,26.9591,100.8636,96.8773,396.0455,351.5348,78.0828,103.7299,112.3116,final
2019-01-11,1011457,RW27,22.0,43.1364,25.4485,83.5909,91.2318,407.1818,338.8167,158.0912,92.4521,119.5992,final
2019-01-21,1011457,RW27,22.0,41.2273,31.15,104.3182,83.5576,412.7727,326.797,127.8763,122.1902,125.5275,final
2019-02-01,1011457,RW27,22.0,47.1364,33.7152,131.5,90.3136,397.3636,310.2591,134.6666,141.0576,127.1981,final
2019-02-11,1011457,RW27,22.0,8.4091,39.6758,96.7727,104.5409,369.6364,307.1727,30.0142,93.218,119.6939,final
2019-02-21,1011457,RW27,22.0,14.4545,28.3818,70.0,101.7727,342.1818,288.3424,58.2789,71.5738,118.0462,final
2019-03-01,1011457,RW27,22.0,24.0,51.1045,46.8636,119.1621,279.2273,306.353,51.6892,44.025,91.4255,final
2019-03-11,1011457,RW27,22.0,29.8636,41.3152,68.3182,120.8015,248.6818,316.5742,75.2748,59.8756,79.2107,final
2019-03-21,1011457,RW27,22.0,46.1818,60.3091,100.0455,152.7288,274.3636,338.0591,78.3686,67.6251,81.6998,final
2019-04-01,1011457,RW27,22.0,35.7273,55.6864,111.7727,157.3106,290.1364,366.7864,67.1111,72.7824,79.6569,final
2019-04-11,1011457,RW27,22.0,61.4545,50.797,143.3636,166.7924,308.4545,392.1348,119.1006,86.7479,79.191,final
2019-04-21,1011457,RW27,22.0,55.0455,48.6636,152.2273,155.147,322.2727,409.6485,111.8923,98.2321,79.1788,final
2019-05-01,1011457,RW27,22.0,38.2727,42.9758,154.7727,142.4364,313.4091,418.9091,90.1971,108.0928,75.4027,final
2019-05-11,1011457,RW27,22.0,52.5909,39.5091,145.9091,131.1485,357.5909,418.7424,129.3913,110.4575,85.737,final
2019-05-21,1011457,RW27,22.0,57.7273,31.55,148.5909,114.0348,400.8636,421.9106,171.6204,127.86,95.127,final
2019-06-01,1011457,RW27,22.0,13.7727,12.8848,124.0909,83.9439,390.6364,383.6909,104.9644,142.735,101.7642,final
2019-06-11,1011457,RW27,22.0,1.0909,5.8152,72.5909,50.25,361.8636,348.1909,56.3183,137.0803,103.8172,final
2019-06-21,1011457,RW27,22.0,6.7727,4.7576,21.6364,23.4576,322.4545,292.6394,120.6522,94.5567,109.8517,final
2019-07-01,1011457,RW27,22.0,4.6364,2.5697,12.5,13.1424,291.3636,239.5227,127.3018,97.224,120.776,final
2019-07-11,1011457,RW27,22.0,1.7727,1.8167,13.1818,9.1439,231.6818,190.5424,99.3554,121.0922,120.5141,final
2019-07-21,1011457,RW27,22.0,1.4091,3.2788,7.8182,7.6652,178.0455,145.1576,77.4158,100.8663,121.1964,final
2019-08-01,1011457,RW27,22.0,9.0909,8.7621,12.2727,13.8576,148.8636,110.9439,102.3891,93.357,131.3531,final
2019-08-11,1011457,RW27,22.0,2.0909,10.6879,12.5909,22.7288,98.3636,82.1227,45.1999,69.0246,117.6296,final
2019-08-21,1011457,RW27,22.0,26.0455,15.5182,37.2273,34.9682,66.6818,66.0909,151.307,105.0238,100.7766,final
2019-09-01,1011457,RW27,22.0,36.3182,27.653,64.4545,53.8591,89.2273,80.8591,126.5371,116.5919,109.2101,final
2019-09-11,1011457,RW27,22.0,19.3182,28.2394,81.6818,71.4106,107.4545,103.2833,73.1607,112.6166,103.6821,final
2019-09-21,1011457,RW27,22.0,37.3636,30.1409,93.0,86.0333,138.0455,128.6667,120.5536,107.2544,106.7635,final
2019-10-01,1011457,RW27,22.0,28.0,33.0333,84.6818,91.4136,161.4091,159.1303,86.766,93.362,101.3474,final
2019-10-11,1011457,RW27,22.0,64.5,38.1667,129.8636,101.3409,224.1364,195.4803,161.0039,125.6175,113.9459,final
2019-10-21,1011457,RW27,22.0,35.9545,43.1697,128.4545,114.3697,258.6818,235.3712,85.0214,111.325,109.5001,final
2019-11-01,1011457,RW27,22.0,31.1364,50.253,131.5909,131.5894,280.7273,276.8621,65.4016,100.0011,101.3474,final
2019-11-11,1011457,RW27,22.0,83.8636,42.7621,150.9545,136.1848,362.5,308.9364,186.0546,110.1034,116.7945,final
2019-11-21,1011457,RW27,22.0,56.6364,47.2121,171.6364,140.2273,393.0909,340.6303,118.0499,120.9077,114.9618,final
2019-12-01,1011457,RW27,22.0,66.8182,33.0939,207.3182,123.0682,423.5909,346.0712,188.5292,163.3134,121.7708,final
2019-12-11,1011457,RW27,22.0,23.9091,31.0939,147.3636,111.4,428.1818,348.9258,80.094,129.6241,122.0815,final
2019-12-21,1011457,RW27,22.0,50.1818,38.8242,140.9091,103.0121,441.0,357.6091,125.9162,133.5335,122.6847,final
2020-01-01,1011457,RW27,22.0,30.0909,26.9591,104.1818,96.8773,443.0909,351.5348,109.7995,106.8345,125.3243,final
2020-01-11,1011457,RW27,22.0,20.7273,25.4485,101.0,91.2318,399.3182,338.8167,84.4944,109.6493,117.3448,final
2020-01-21,1011457,RW27,22.0,71.4091,31.15,122.2273,83.5576,434.7727,326.797,211.3668,141.3325,132.0596,final
2020-02-01,1011457,RW27,22.0,59.6364,33.7152,151.7727,90.3136,463.2727,310.2591,166.9537,161.2669,147.7781,final
2020-02-11,1011457,RW27,22.0,19.0,39.6758,150.0455,104.5409,398.4091,307.1727,53.7204,139.7278,128.7655,final
2020-02-21,1011457,RW27,22.0,58.0455,28.3818,136.6818,101.7727,399.8182,288.3424,188.8617,131.2322,137.365,final
2020-03-01,1011457,RW27,22.0,34.8182,51.1045,111.8636,119.1621,367.8182,306.353,70.9714,94.3494,119.4293,final
2020-03-11,1011457,RW27,22.0,58.8182,41.3152,151.6818,120.8015,402.7273,316.5742,137.7912,123.6085,126.3808,final
2020-03-21,1011457,RW27,22.0,39.4091,60.3091,133.0455,152.7288,391.9545,338.0591,67.9983,87.9042,115.4846,final
2020-04-01,1011457,RW27,22.0,33.1364,55.6864,131.3636,157.3106,395.0,366.7864,62.8417,84.4917,107.488,final
2020-04-11,1011457,RW27,22.0,74.3636,50.797,146.9091,166.7924,448.6364,392.1348,142.2365,88.7533,114.0504,final
2020-04-21,1011457,RW27,22.0,104.0455,48.6636,211.5455,155.147,481.2727,409.6485,203.2018,134.1505,117.0677,final
2020-05-01,1011457,RW27,22.0,38.7727,42.9758,217.1818,142.4364,460.4091,418.9091,91.2393,149.0339,109.6757,final
2020-05-11,1011457,RW27,22.0,19.5,39.5091,162.3182,131.1485,460.9091,418.7424,55.0449,122.0829,109.835,final
2020-05-21,1011457,RW27,22.0,8.3182,31.55,66.5909,114.0348,411.1818,421.9106,36.4383,61.7495,97.516,final
2020-06-01,1011457,RW27,22.0,3.0,12.8848,30.8182,83.9439,379.3636,383.6909,44.7306,43.4495,98.9008,final
2020-06-11,1011457,RW27,22.0,3.7727,5.8152,15.0909,50.25,324.3182,348.1909,81.1152,41.6447,93.3352,final
2020-06-21,1011457,RW27,22.0,4.4545,4.7576,11.2273,23.4576,289.3636,292.6394,96.8944,63.4453,98.9176,final
2020-07-01,1011457,RW27,22.0,1.9545,2.5697,10.1818,13.1424,258.1818,239.5227,91.8735,87.207,107.4779,final
2020-07-11,1011457,RW27,22.0,1.1364,1.8167,7.5455,9.1439,184.9545,190.5424,90.02,91.6502,97.2136,final
2020-07-21,1011457,RW27,22.0,1.0455,3.2788,4.1364,7.6652,81.9545,145.1576,73.0234,80.024,59.2653,final
2020-08-01,1011457,RW27,22.0,2.3636,8.7621,4.5455,13.8576,45.5455,110.9439,53.5066,60.9679,45.9266,final
2020-08-11,1011457,RW27,22.0,4.9091,10.6879,8.3182,22.7288,30.9545,82.1227,63.164,55.9696,44.4565,final
2020-08-21,1011457,RW27,22.0,6.3636,15.5182,13.6364,34.9682,29.0,66.0909,55.3833,52.5624,51.2545,final
2020-09-01,1011457,RW27,22.0,20.5909,27.653,31.8636,53.8591,46.5909,80.8591,78.3722,65.5563,62.2843,final
2020-09-11,1011457,RW27,22.0,9.3182,28.2394,36.2727,71.4106,52.1364,103.2833,43.0759,56.8387,54.8504,final
2020-09-21,1011457,RW27,22.0,53.3182,30.1409,83.2273,86.0333,101.0,128.6667,165.9552,97.078,80.0481,final
2020-10-01,1011457,RW27,22.0,37.1364,33.0333,99.7727,91.4136,136.1818,159.1303,110.788,108.2426,86.4315,final
2020-10-11,1011457,RW27,22.0,45.1818,38.1667,135.6364,101.3409,180.2273,195.4803,116.2513,130.8022,92.5769,final
2020-10-21,1011457,RW27,22.0,96.6364,43.1697,178.9545,114.3697,275.8182,235.3712,210.9965,151.9297,116.484,final
2020-11-01,1011457,RW27,22.0,45.0455,50.253,186.8636,131.5894,318.5,276.8621,90.575,139.0384,114.5149,final
2020-11-11,1011457,RW27,22.0,55.5909,42.7621,197.2727,136.1848,369.1818,308.9364,126.8598,141.7881,118.8895,final
2020-11-21,1011457,RW27,22.0,46.4091,47.2121,147.0455,140.2273,409.2273,340.6303,98.462,104.5386,119.5639,final
2020-12-01,1011457,RW27,22.0,71.7273,33.0939,173.7273,123.0682,460.3636,346.0712,201.416,138.07,132.0982,final
2020-12-11,1011457,RW27,22.0,38.3636,31.0939,156.5,111.4,489.4091,348.9258,120.141,137.1499,139.1399,final
2020-12-21,1011457,RW27,22.0,34.5909,38.8242,144.6818,103.0121,470.6818,357.6091,90.3402,136.8719,130.759,final
2021-01-01,1011457,RW27,22.0,51.2727,26.9591,124.2273,96.8773,484.8182,351.5348,176.0774,125.5901,136.866,final
2021-01-11,1011457,RW27,22.0,28.2727,25.4485,114.1364,91.2318,467.9091,338.8167,109.2755,122.6258,137.0087,final
2021-01-21,1011457,RW27,22.0,30.0,31.15,109.5455,83.5576,401.2727,326.797,96.8188,127.7774,122.113,final
2021-02-01,1011457,RW27,22.0,50.8182,33.7152,109.0909,90.3136,407.0455,310.2591,144.1766,118.7186,130.2213,final
2021-02-11,1011457,RW27,22.0,39.8636,39.6758,120.6818,104.5409,391.3182,307.1727,100.4205,114.0918,126.5299,final
2021-02-21,1011457,RW27,22.0,42.2273,28.3818,132.9091,101.7727,387.1364,288.3424,141.476,127.8569,133.1143,final
2021-03-01,1011457,RW27,22.0,47.5909,51.1045,129.6818,119.1621,363.0,306.353,93.7373,108.1446,117.9063,final
2021-03-11,1011457,RW27,22.0,49.2727,41.3152,139.0909,120.8015,373.9091,316.5742,117.1814,113.9826,117.5565,final
2021-03-21,1011457,RW27,22.0,31.6364,60.3091,128.5,152.7288,370.9545,338.0591,56.0969,85.1109,109.4511,final
2021-04-01,1011457,RW27,22.0,35.8636,55.6864,116.7727,157.3106,355.5455,366.7864,67.3358,75.7709,97.0166,final
2021-04-11,1011457,RW27,22.0,54.1818,50.797,121.6818,166.7924,381.4545,392.1348,106.0664,74.4839,97.3441,final
2021-04-21,1011457,RW27,22.0,27.6818,48.6636,117.7273,155.147,379.1364,409.6485,60.9012,77.3416,92.7291,final
2021-05-01,1011457,RW27,22.0,80.5909,42.9758,162.4545,142.4364,408.9091,418.9091,178.4045,113.1322,97.6685,final
2021-05-11,1011457,RW27,22.0,79.1364,39.5091,187.4091,131.1485,448.1818,418.7424,189.0319,139.8592,106.8665,final
2021-05-21,1011457,RW27,22.0,11.9545,31.55,171.6818,114.0348,417.9091,421.9106,46.3873,146.4764,99.0735,final
2021-06-01,1011457,RW27,22.0,1.2273,12.8848,92.3182,83.9439,371.5455,383.6909,34.8187,108.9141,96.915,final
2021-06-11,1011457,RW27,22.0,2.6364,5.8152,15.8182,50.25,324.9091,348.1909,70.608,42.8518,93.5002,final
2021-06-21,1011457,RW27,22.0,1.0909,4.7576,4.9545,23.4576,294.3636,292.6394,62.4224,44.697,100.5697,final
2021-07-01,1011457,RW27,22.0,6.3636,2.5697,10.0909,13.1424,264.8636,239.5227,150.1201,86.8142,110.1558,final
2021-07-11,1011457,RW27,22.0,1.3636,1.8167,8.8182,9.1439,212.0455,190.5424,93.3541,98.2984,110.7224,final
2021-07-21,1011457,RW27,22.0,1.3636,3.2788,9.0909,7.6652,185.7273,145.1576,76.8668,108.071,126.1474,final
2021-08-01,1011457,RW27,22.0,8.5909,8.7621,11.3182,13.8576,113.7273,110.9439,98.7559,89.356,102.3013,final
2021-08-11,1011457,RW27,22.0,8.8182,10.6879,18.7727,22.7288,43.4091,82.1227,88.0819,87.9126,57.976,final
2021-08-21,1011457,RW27,22.0,11.6364,15.5182,29.0455,34.9682,43.0909,66.0909,81.0811,86.8291,69.773,final
2021-09-01,1011457,RW27,22.0,37.0909,27.653,57.5455,53.8591,78.9545,80.8591,128.9035,105.7727,97.9038,final
2021-09-11,1011457,RW27,22.0,27.1364,28.2394,75.8636,71.4106,103.4545,103.2833,96.6816,105.4698,100.1511,final
2021-09-21,1011457,RW27,22.0,38.4545,30.1409,102.6818,86.0333,140.8182,128.6667,123.658,117.3362,108.7631,final
2021-10-01,1011457,RW27,22.0,48.0909,33.0333,113.6818,91.4136,182.5455,159.1303,139.5905,121.9578,113.8444,final
2021-10-11,1011457,RW27,22.0,43.8636,38.1667,130.4091,101.3409,225.0455,195.4803,113.1976,126.1074,114.3883,final
2021-10-21,1011457,RW27,22.0,45.8636,43.1697,137.8182,114.3697,269.5455,235.3712,105.5926,118.8539,113.9276,final
2021-11-01,1011457,RW27,22.0,50.5,50.253,140.2273,131.5894,311.4545,276.8621,100.447,106.1007,112.0589,final
2021-11-11,1011457,RW27,22.0,30.5,42.7621,126.8636,136.1848,333.1364,308.9364,74.3267,93.6237,107.5877,final
2021-11-21,1011457,RW27,22.0,35.7273,47.2121,116.7273,140.2273,357.2273,340.6303,78.0035,84.357,104.7335,final
2021-12-01,1011457,RW27,22.0,16.6364,33.0939,82.8636,123.0682,336.7727,346.0712,56.7974,69.7865,97.3886,final
2021-12-11,1011457,RW27,22.0,45.5455,31.0939,97.9091,111.4,355.1818,348.9258,140.0386,88.8872,101.743,final
2021-12-21,1011457,RW27,22.0,54.5455,38.8242,116.7273,103.0121,371.2727,357.6091,135.8733,112.136,103.7169,final
2022-01-01,1011457,RW27,22.0,11.6364,26.9591,111.7273,96.8773,334.8182,351.5348,52.0552,113.8944,95.3762,final
2022-01-11,1011457,RW27,22.0,49.6364,25.4485,115.8182,91.2318,340.5909,338.8167,179.4387,124.2872,100.5086,final
2022-01-21,1011457,RW27,22.0,36.2273,31.15,97.5,83.5576,330.9545,326.797,114.045,114.9025,101.2344,final
2022-02-01,1011457,RW27,22.0,68.5455,33.7152,154.4091,90.3136,349.0,310.2591,189.9656,163.8951,112.0967,final
2022-02-11,1011457,RW27,22.0,81.2727,39.6758,186.0455,104.5409,399.7727,307.1727,193.1086,171.1576,129.1954,final
2022-02-21,1011457,RW27,22.0,32.0,28.3818,181.8182,101.7727,396.0455,288.3424,110.8388,171.6145,136.1005,final
2022-03-01,1011457,RW27,22.0,36.0909,51.1045,149.3636,119.1621,415.5,306.353,73.2399,123.3826,134.5016,final
2022-03-11,1011457,RW27,22.0,55.0455,41.3152,123.1364,120.8015,425.0,316.5742,129.6454,101.785,133.201,final
2022-03-21,1011457,RW27,22.0,36.0,60.3091,127.1364,152.7288,406.4545,338.0591,62.7784,84.273,119.6505,final
2022-04-01,1011457,RW27,22.0,23.1364,55.6864,114.1818,157.3106,417.9545,366.7864,46.3636,74.2223,113.5802,final
2022-04-11,1011457,RW27,22.0,46.7273,50.797,105.8636,166.7924,415.0455,392.1348,92.7062,65.5365,105.6972,final
2022-04-21,1011457,RW27,22.0,53.5455,48.6636,123.4091,155.147,432.3636,409.6485,109.0971,80.782,105.4129,final
2022-05-01,1011457,RW27,22.0,20.5455,42.9758,120.8182,142.4364,384.3636,418.9091,53.2466,85.8182,91.9457,final
2022-05-11,1011457,RW27,22.0,35.6364,39.5091,109.7273,131.1485,338.7273,418.7424,91.299,84.8236,81.3372,final
2022-05-21,1011457,RW27,22.0,80.1364,31.55,136.3182,114.0348,386.8636,421.9106,232.9312,117.9654,91.8856,final
2022-06-01,1011457,RW27,22.0,4.5909,12.8848,120.3636,83.9439,355.3636,383.6909,53.6259,138.7675,92.8047,final
2022-06-11,1011457,RW27,22.0,4.0909,5.8152,88.8182,50.25,304.4091,348.1909,84.0572,164.0136,87.777,final
2022-06-21,1011457,RW27,22.0,4.0,4.7576,12.6818,23.4576,272.4091,292.6394,92.236,67.7928,93.3154,final
2022-07-01,1011457,RW27,22.0,1.0,2.5697,9.0909,13.1424,250.2727,239.5227,79.2634,82.4931,104.3082,final
2022-07-11,1011457,RW27,22.0,1.4091,1.8167,6.4091,9.1439,204.9545,190.5424,94.0209,85.7143,107.1866,final
2022-07-21,1011457,RW27,22.0,6.8636,3.2788,9.2727,7.6652,158.2727,145.1576,143.3016,109.1003,108.4528,final
2022-08-01,1011457,RW27,22.0,13.3636,8.7621,21.6364,13.8576,151.0909,110.9439,133.4361,132.6051,133.1947,final
2022-08-11,1011457,RW27,22.0,16.0455,10.6879,36.2727,22.7288,131.5,82.1227,134.1511,141.3823,153.5994,final
2022-08-21,1011457,RW27,22.0,36.2727,15.5182,65.6818,34.9682,87.6364,66.0909,201.152,168.3008,128.3154,final
2022-09-01,1011457,RW27,22.0,18.1364,27.653,70.4545,53.8591,101.1818,80.8591,70.8552,125.9876,122.3673,final
2022-09-11,1011457,RW27,22.0,29.7727,28.2394,84.1818,71.4106,126.8636,103.2833,104.613,115.6874,120.8153,final
2022-09-21,1011457,RW27,22.0,26.2273,30.1409,74.1364,86.0333,149.0909,128.6667,88.863,87.6116,114.729,final
2022-10-01,1011457,RW27,22.0,32.4091,33.0333,88.4091,91.4136,180.5,159.1303,98.3587,97.0373,112.635,final
2022-10-11,1011457,RW27,22.0,20.7727,38.1667,79.4091,101.3409,199.8636,195.4803,59.7052,80.3021,102.1332,final
2022-10-21,1011457,RW27,22.0,47.2727,43.1697,100.4545,114.3697,240.2727,235.3712,108.5179,88.8115,101.9976,final
2022-11-01,1011457,RW27,22.0,33.5455,50.253,101.5909,131.5894,260.4545,276.8621,69.7617,78.813,94.2803,final
