date,adm2_id,ADM2_PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
#date,#adm2+id,#adm2+code,#indicator+n_pixels+num,#indicator+rfh+num,#indicator+rfh_avg+num,#indicator+r1h+num,#indicator+r1h_avg+num,#indicator+r3h+num,#indicator+r3h_avg+num,#indicator+rfq+pct,#indicator+r1q+pct,#indicator+r3q+pct,#status
2019-06-21,1011449,RW45,27.0,6.1111,3.2173,22.9259,18.6012,355.6667,303.4309,135.2163,115.1206,116.6658,final
2019-07-01,1011449,RW45,27.0,3.2963,2.0716,10.4074,9.658,318.0,243.8531,117.3184,103.8121,129.2086,final
2019-07-11,1011449,RW45,27.0,1.7037,1.7765,11.1111,7.0654,248.0741,187.1556,98.9251,123.7069,130.8987,final
2019-07-21,1011449,RW45,27.0,1.2963,3.9012,6.2963,7.7494,193.6667,141.5642,70.7351,91.8133,134.3765,final
2019-08-01,1011449,RW45,27.0,14.5556,11.0123,17.5556,16.6901,178.0,106.3617,122.128,103.2425,161.5651,final
2019-08-11,1011449,RW45,27.0,1.9259,14.4741,17.7778,29.3877,121.8889,83.4728,35.5649,70.5241,141.0986,final
2019-08-21,1011449,RW45,27.0,28.7407,19.7593,45.2222,45.2457,74.4444,71.5963,136.2752,99.9575,103.4905,final
2019-09-01,1011449,RW45,27.0,43.037,32.1025,73.7037,66.3358,101.6667,92.684,129.4713,109.652,108.7479,final
2019-09-11,1011449,RW45,27.0,9.6296,29.4173,81.4074,81.279,110.2963,117.7321,42.5066,100.1407,94.1786,final
2019-09-21,1011449,RW45,27.0,35.1111,30.4741,87.7778,91.9938,139.2963,144.9889,113.0716,95.8664,96.3271,final
2019-10-01,1011449,RW45,27.0,23.7037,40.9185,68.4444,100.8099,159.7037,183.8358,62.5101,70.7919,87.5502,final
2019-10-11,1011449,RW45,27.0,67.4074,44.1099,126.2222,115.5025,225.4074,226.1691,147.4396,108.5415,99.6775,final
2019-10-21,1011449,RW45,27.0,36.2593,50.1654,127.3704,135.1938,260.3704,272.4333,74.7919,94.6117,95.7289,final
2019-11-01,1011449,RW45,27.0,29.3704,47.7716,133.037,142.0469,275.1852,309.1926,65.1304,94.0743,89.3458,final
2019-11-11,1011449,RW45,27.0,69.8889,39.4469,135.5185,137.384,343.1481,334.1654,168.4906,98.7343,102.61,final
2019-11-21,1011449,RW45,27.0,49.037,44.0778,148.2963,131.2963,363.4444,358.484,110.1049,112.0315,101.3462,final
2019-12-01,1011449,RW45,27.0,52.3333,30.258,171.2593,113.7827,372.7407,356.6395,162.6107,146.4334,104.3916,final
2019-12-11,1011449,RW45,27.0,12.7778,25.379,114.1481,99.7148,375.8889,352.6012,58.5199,113.1553,106.4224,final
2019-12-21,1011449,RW45,27.0,32.8148,33.3506,97.9259,88.9877,373.5926,355.4778,98.6029,109.0297,104.9565,final
2020-01-01,1011449,RW45,27.0,29.7037,22.2543,75.2963,80.984,379.5926,336.8136,127.3329,93.7487,112.3349,final
2020-01-11,1011449,RW45,27.0,20.4444,20.7309,82.963,76.3358,332.6296,313.4346,98.8869,107.676,105.9348,final
2020-01-21,1011449,RW45,27.0,60.963,24.3877,111.1111,67.3728,357.3333,287.6568,224.4581,156.5292,123.4083,final
2020-02-01,1011449,RW45,27.0,45.4815,26.5173,126.8889,71.6358,373.4444,266.4025,160.1708,167.6824,138.7269,final
2020-02-11,1011449,RW45,27.0,14.8519,32.9407,121.2963,83.8457,318.4074,259.8963,52.3233,139.9066,121.6791,final
2020-02-21,1011449,RW45,27.0,53.9259,27.3778,114.2593,86.8358,323.2963,243.1963,181.995,128.3195,131.6355,final
2020-03-01,1011449,RW45,27.0,28.4074,48.0136,97.1852,108.3321,299.3704,260.9519,63.0167,90.58,114.1791,final
2020-03-11,1011449,RW45,27.0,59.7037,40.6642,142.037,116.0556,346.2963,276.237,141.6946,120.6111,124.476,final
2020-03-21,1011449,RW45,27.0,44.963,59.7506,133.0741,148.4284,358.4444,302.637,77.1621,90.3084,117.8505,final
2020-04-01,1011449,RW45,27.0,31.1852,61.6494,135.8519,162.0642,359.9259,342.0321,54.2919,84.766,105.083,final
2020-04-11,1011449,RW45,27.0,77.5926,58.4741,153.7407,179.8741,417.0741,379.7753,130.1202,86.2365,109.5693,final
2020-04-21,1011449,RW45,27.0,121.8889,49.4926,230.6667,169.616,478.0,404.8802,232.8553,133.9895,117.6243,final
2020-05-01,1011449,RW45,27.0,23.4074,46.2148,222.8889,154.1815,455.9259,424.5778,55.4672,141.8485,107.2135,final
2020-05-11,1011449,RW45,27.0,13.7778,37.363,159.0741,133.0704,454.8519,429.0,44.3259,118.1755,105.8888,final
2020-05-21,1011449,RW45,27.0,6.3704,31.6358,43.5556,115.2136,407.2963,433.258,31.0362,42.7714,94.143,final
2020-06-01,1011449,RW45,27.0,2.5556,11.0148,22.7037,80.0136,381.4444,396.2593,47.1785,36.332,96.3534,final
2020-06-11,1011449,RW45,27.0,2.8519,4.3691,11.7778,47.0198,324.5926,359.9642,83.8055,38.1934,90.4392,final
2020-06-21,1011449,RW45,27.0,2.3704,3.2173,7.7778,18.6012,282.0,303.4309,89.6935,62.1574,93.1625,final
2020-07-01,1011449,RW45,27.0,1.7037,2.0716,6.9259,9.658,252.5185,243.8531,94.7975,86.1019,103.4136,final
2020-07-11,1011449,RW45,27.0,1.5185,1.7765,5.5926,7.0654,176.4444,187.1556,96.1924,91.3695,94.5672,final
2020-07-21,1011449,RW45,27.0,1.0,3.9012,4.2222,7.7494,55.5556,141.5642,67.4064,80.128,43.2527,final
2020-08-01,1011449,RW45,27.0,1.9259,11.0123,4.4444,16.6901,34.0741,106.3617,43.2537,54.1191,37.8768,final
2020-08-11,1011449,RW45,27.0,6.4074,14.4741,9.3333,29.3877,26.7037,83.4728,58.5774,49.0848,39.2667,final
2020-08-21,1011449,RW45,27.0,11.037,19.7593,19.3704,45.2457,31.3704,71.5963,64.7719,53.1632,50.7013,final
2020-09-01,1011449,RW45,27.0,30.3333,32.1025,47.7778,66.3358,59.1481,92.684,95.2318,75.689,67.3408,final
2020-09-11,1011449,RW45,27.0,8.2222,29.4173,49.5926,81.279,64.5185,117.7321,38.4174,65.2862,58.3397,final
2020-09-21,1011449,RW45,27.0,31.4815,30.4741,70.037,91.9938,93.6296,144.9889,102.8398,78.4724,66.8626,final
2020-10-01,1011449,RW45,27.0,56.0,40.9185,95.7037,100.8099,147.9259,183.8358,132.844,95.392,81.4741,final
2020-10-11,1011449,RW45,27.0,69.8519,44.1099,157.3333,115.5025,216.2593,226.1691,152.4171,133.3307,95.8039,final
2020-10-21,1011449,RW45,27.0,92.0741,50.1654,217.9259,135.1938,307.3333,272.4333,175.969,156.9805,112.3569,final
2020-11-01,1011449,RW45,27.0,35.1111,47.7716,197.037,142.0469,340.5185,309.1926,76.0089,136.1666,109.8141,final
2020-11-11,1011449,RW45,27.0,48.4444,39.4469,175.6296,137.384,382.5556,334.1654,120.2433,125.9497,114.0601,final
2020-11-21,1011449,RW45,27.0,41.5556,44.0778,125.1111,131.2963,413.0741,358.484,94.8608,95.6225,114.8148,final
2020-12-01,1011449,RW45,27.0,79.9259,30.258,169.9259,113.7827,462.6667,356.6395,240.8698,145.3563,128.9186,final
2020-12-11,1011449,RW45,27.0,23.8889,25.379,145.3704,99.7148,478.3333,352.6012,95.0949,141.6129,134.675,final
2020-12-21,1011449,RW45,27.0,31.2963,33.3506,135.1111,88.9877,478.1481,355.4778,94.6433,146.5952,133.5644,final
2021-01-01,1011449,RW45,27.0,42.9259,22.2543,98.1111,80.984,465.0741,336.8136,175.8471,118.8244,136.9825,final
2021-01-11,1011449,RW45,27.0,22.8148,20.7309,97.037,76.3358,418.037,313.4346,108.099,123.9776,132.3412,final
2021-01-21,1011449,RW45,27.0,22.5185,24.3877,88.2593,67.3728,348.4815,287.6568,93.6397,126.9945,120.4345,final
2021-02-01,1011449,RW45,27.0,35.1852,26.5173,80.5185,71.6358,348.5556,266.4025,127.5021,110.8809,129.7223,final
2021-02-11,1011449,RW45,27.0,35.4074,32.9407,93.1111,83.8457,335.5185,259.8963,106.5014,109.8731,128.019,final
2021-02-21,1011449,RW45,27.0,31.2963,27.3778,101.8889,86.8358,325.2593,243.1963,112.1025,115.545,132.4108,final
2021-03-01,1011449,RW45,27.0,46.2963,48.0136,113.0,108.3321,291.6296,260.9519,96.7607,103.9447,111.3222,final
2021-03-11,1011449,RW45,27.0,52.3704,40.6642,129.963,116.0556,320.1111,276.237,125.6353,111.0328,115.3279,final
2021-03-21,1011449,RW45,27.0,29.963,59.7506,128.6296,148.4284,318.7778,302.637,53.9963,87.503,105.1628,final
2021-04-01,1011449,RW45,27.0,42.2963,61.6494,124.6296,162.0642,318.1481,342.0321,70.9628,78.2438,93.2154,final
2021-04-11,1011449,RW45,27.0,73.7037,58.4741,145.963,179.8741,369.037,379.7753,123.9935,82.1402,97.245,final
2021-04-21,1011449,RW45,27.0,33.6296,49.4926,149.6296,169.616,380.1481,404.8802,70.8897,88.8727,94.0387,final
2021-05-01,1011449,RW45,27.0,91.1852,46.2148,198.5185,154.1815,436.1481,424.5778,187.8073,127.0049,102.6624,final
2021-05-11,1011449,RW45,27.0,79.6296,37.363,204.4444,133.0704,480.3704,429.0,199.7727,149.8874,111.7017,final
2021-05-21,1011449,RW45,27.0,7.1852,31.6358,178.0,115.2136,456.2593,433.258,33.2603,150.1435,105.1891,final
2021-06-01,1011449,RW45,27.0,1.4815,11.0148,88.2963,80.0136,411.4444,396.2593,40.4718,109.2016,103.7378,final
2021-06-11,1011449,RW45,27.0,3.9259,4.3691,12.5926,47.0198,363.0,359.9642,95.2695,39.6224,100.8206,final
2021-06-21,1011449,RW45,27.0,1.0,3.2173,6.4074,18.6012,334.037,303.4309,73.0168,57.3661,109.7649,final
2021-07-01,1011449,RW45,27.0,5.7407,2.0716,10.6667,9.658,297.4815,243.8531,151.8855,105.1309,121.1258,final
2021-07-11,1011449,RW45,27.0,1.8519,1.7765,8.5926,7.0654,225.6296,187.1556,101.1113,108.9489,119.5146,final
2021-07-21,1011449,RW45,27.0,1.3333,3.9012,8.9259,7.7494,193.3333,141.5642,71.1512,106.6286,134.1566,final
2021-08-01,1011449,RW45,27.0,10.1852,11.0123,13.3704,16.6901,112.3333,106.3617,94.8342,87.5619,105.1319,final
2021-08-11,1011449,RW45,27.0,23.7037,14.4741,35.2222,29.3877,56.4074,83.4728,147.3944,114.8132,71.0446,final
2021-08-21,1011449,RW45,27.0,13.8889,19.7593,47.7778,45.2457,63.1111,71.5963,76.2902,104.5833,89.601,final
2021-09-01,1011449,RW45,27.0,37.8148,32.1025,75.4074,66.3358,99.4444,92.684,115.3961,111.8838,106.5838,final
2021-09-11,1011449,RW45,27.0,20.0741,29.4173,71.7778,81.279,115.5926,117.7321,72.8531,89.591,98.325,final
2021-09-21,1011449,RW45,27.0,45.8889,30.4741,103.7778,91.9938,160.4815,144.9889,143.4537,111.5536,109.9959,final
2021-10-01,1011449,RW45,27.0,56.6296,40.9185,122.5926,100.8099,211.3704,183.8358,134.2152,119.6577,114.2051,final
2021-10-11,1011449,RW45,27.0,45.5556,44.1099,148.0741,115.5025,255.0741,226.1691,102.9438,125.953,112.2391,final
2021-10-21,1011449,RW45,27.0,60.0,50.1654,162.1852,135.1938,313.7407,272.4333,117.8274,118.5899,114.6255,final
2021-11-01,1011449,RW45,27.0,32.8148,47.7716,138.3704,142.0469,336.3704,309.1926,71.6575,97.582,108.5145,final
2021-11-11,1011449,RW45,27.0,25.4444,39.4469,118.2593,137.384,338.1111,334.1654,68.4962,87.0239,101.1464,final
2021-11-21,1011449,RW45,27.0,29.5556,44.0778,87.8148,131.2963,353.7778,358.484,70.4098,69.2267,98.7228,final
2021-12-01,1011449,RW45,27.0,12.8148,30.258,67.8148,113.7827,328.7778,356.6395,50.527,62.864,92.4008,final
2021-12-11,1011449,RW45,27.0,37.0,25.379,79.3704,99.7148,345.7037,352.6012,138.2533,81.457,98.0978,final
2021-12-21,1011449,RW45,27.0,52.1481,33.3506,101.963,88.9877,351.963,355.4778,149.0149,113.108,99.0383,final
2022-01-01,1011449,RW45,27.0,15.2222,22.2543,104.3704,80.984,310.5556,336.8136,74.1982,125.7039,92.4288,final
2022-01-11,1011449,RW45,27.0,32.0741,20.7309,99.4444,76.3358,297.0741,313.4346,144.0841,126.766,94.9416,final
2022-01-21,1011449,RW45,27.0,25.1111,24.3877,72.4074,67.3728,262.1852,287.6568,102.4618,106.5069,91.4426,final
2022-02-01,1011449,RW45,27.0,49.6667,26.5173,106.8519,71.6358,279.037,266.4025,173.4498,143.138,104.5711,final
2022-02-11,1011449,RW45,27.0,71.5185,32.9407,146.2963,83.8457,325.1111,259.8963,201.679,166.5461,124.1629,final
2022-02-21,1011449,RW45,27.0,35.3704,27.3778,156.5556,86.8358,330.9259,243.1963,124.6854,171.9979,134.6489,final
2022-03-01,1011449,RW45,27.0,40.1111,48.0136,147.0,108.3321,358.2222,260.9519,85.0935,132.6774,135.8995,final
2022-03-11,1011449,RW45,27.0,47.4444,40.6642,122.9259,116.0556,368.6667,276.237,114.8481,105.4503,132.2913,final
2022-03-21,1011449,RW45,27.0,38.4815,59.7506,126.037,148.4284,355.0,302.637,67.1522,85.8666,116.7488,final
2022-04-01,1011449,RW45,27.0,25.0,61.6494,110.9259,162.0642,364.7778,342.0321,45.0117,70.2795,106.4613,final
2022-04-11,1011449,RW45,27.0,57.963,58.4741,121.4444,179.8741,390.6667,379.7753,99.1948,69.2272,102.7943,final
2022-04-21,1011449,RW45,27.0,63.7778,49.4926,146.7407,169.616,429.3333,404.8802,126.2149,87.2643,105.894,final
2022-05-01,1011449,RW45,27.0,20.1852,46.2148,141.9259,154.1815,399.8519,424.5778,49.1756,92.5354,94.3104,final
2022-05-11,1011449,RW45,27.0,24.7778,37.363,108.7407,133.0704,353.1111,429.0,70.292,82.9946,82.7132,final
2022-05-21,1011449,RW45,27.0,95.963,31.6358,140.9259,115.2136,413.7037,433.258,275.5855,120.5348,95.5885,final
2022-06-01,1011449,RW45,27.0,3.0,11.0148,123.7407,80.0136,376.5926,396.2593,49.9537,148.5784,95.1591,final
2022-06-11,1011449,RW45,27.0,2.9259,4.3691,101.8889,47.0198,332.0741,359.9642,84.5961,196.2283,92.4614,final
2022-06-21,1011449,RW45,27.0,2.4074,3.2173,8.3333,18.6012,296.0,303.4309,90.1442,64.0998,97.6292,final
2022-07-01,1011449,RW45,27.0,1.0,2.0716,6.3333,9.658,272.0,243.8531,84.8464,83.0874,111.0879,final
2022-07-11,1011449,RW45,27.0,1.037,1.7765,4.4444,7.0654,215.0741,187.1556,89.0873,84.6415,114.1607,final
2022-07-21,1011449,RW45,27.0,6.4815,3.9012,8.5185,7.7494,157.7778,141.5642,128.9875,104.3333,110.6975,final
2022-08-01,1011449,RW45,27.0,12.9259,11.0123,20.4444,16.6901,150.5185,106.3617,111.9507,114.0663,137.9479,final
2022-08-11,1011449,RW45,27.0,20.037,14.4741,39.4444,29.3877,145.7778,83.4728,128.566,125.5328,166.6557,final
2022-08-21,1011449,RW45,27.0,38.2593,19.7593,71.2222,45.2457,88.0741,71.5963,174.7195,147.02,120.1943,final
2022-09-01,1011449,RW45,27.0,18.1111,32.1025,76.4074,66.3358,103.1852,92.684,62.29,113.1938,110.2268,final
2022-09-11,1011449,RW45,27.0,36.6296,29.4173,93.0,81.279,136.8889,117.7321,120.9556,112.8408,114.9976,final
2022-09-21,1011449,RW45,27.0,30.3704,30.4741,85.1111,91.9938,164.8519,144.9889,99.7077,93.2518,112.8157,final
2022-10-01,1011449,RW45,27.0,22.0741,40.9185,89.0741,100.8099,185.9259,183.8358,58.9611,89.4091,101.0783,final
2022-10-11,1011449,RW45,27.0,19.4444,44.1099,71.8889,115.5025,204.3333,226.1691,49.775,65.2488,90.7542,final
2022-10-21,1011449,RW45,27.0,50.7037,50.1654,92.2222,135.1938,248.5556,272.4333,100.9757,70.404,91.5457,final
2022-11-01,1011449,RW45,27.0,35.8519,47.7716,106.0,142.0469,271.4815,309.1926,77.4126,76.2922,88.1855,final
2022-11-11,1011449,RW45,27.0,64.5556,39.4469,151.1111,137.384,316.0,334.1654,156.4913,109.3139,94.7219,final
2022-11-21,1011449,RW45,27.0,44.963,44.0778,145.3704,131.2963,322.7037,358.484,101.8036,109.9607,90.2899,final
2022-12-01,1011449,RW45,27.0,40.4815,30.258,150.0,113.7827,345.0741,356.6395,128.9961,129.2588,96.8456,final
2022-12-11,1011449,RW45,27.0,21.2593,25.379,106.7037,99.7148,329.7037,352.6012,86.4388,106.3701,93.6852,final
2022-12-21,1011449,RW45,27.0,35.5185,33.3506,97.2593,88.9877,334.8519,355.4778,105.6528,108.3562,94.3564,final
2023-01-01,1011449,RW45,27.0,23.963,22.2543,80.7407,80.984,336.7407,336.8136,106.2693,99.7327,99.979,final
2023-01-11,1011449,RW45,27.0,53.4444,20.7309,112.9259,76.3358,370.7407,313.4346,227.1375,142.3812,117.718,final
2023-01-21,1011449,RW45,27.0,33.5926,24.3877,111.0,67.3728,353.6296,287.6568,131.3225,156.3856,122.1641,final
2023-02-01,1011449,RW45,27.0,4.0741,26.5173,91.1111,71.6358,321.8519,266.4025,28.7908,123.8563,120.0611,final
2023-02-11,1011449,RW45,27.0,3.1481,32.9407,40.8148,83.8457,260.4444,259.8963,21.476,54.1472,100.2031,final
2023-02-21,1011449,RW45,27.0,22.6667,27.3778,29.8889,86.8358,238.1481,243.1963,85.4496,41.1923,98.0062,final
2023-03-01,1011449,RW45,27.0,23.7778,48.0136,49.5926,108.3321,221.4444,260.9519,54.2838,50.3605,85.419,final
2023-03-11,1011449,RW45,27.0,88.4444,40.6642,134.8889,116.0556,288.6296,276.237,204.6339,114.9405,104.3295,final
2023-03-21,1011449,RW45,27.0,58.5926,59.7506,170.8148,148.4284,311.7037,302.637,98.2116,114.1303,102.9001,final
2023-04-01,1011449,RW45,27.0,65.8148,61.6494,212.8519,162.0642,353.5556,342.0321,106.2498,129.5167,103.2734,final
2023-04-11,1011449,RW45,27.0,87.963,58.4741,212.3704,179.8741,388.0741,379.7753,146.4582,117.1147,102.1291,final
2023-04-21,1011449,RW45,27.0,76.7778,49.4926,230.5556,169.616,431.2593,404.8802,150.0714,133.9277,106.3582,final
2023-05-01,1011449,RW45,27.0,152.963,46.2148,317.7037,154.1815,580.1481,424.5778,308.4322,199.5985,135.7981,final
2023-05-11,1011449,RW45,27.0,6.8889,37.363,236.6296,133.0704,583.8889,429.0,28.0643,172.3834,135.2822,final
2023-05-21,1011449,RW45,27.0,5.5556,31.6358,165.4074,115.2136,566.7778,433.258,28.8121,140.0866,130.1224,final
2023-06-01,1011449,RW45,27.0,2.1111,11.0148,14.5556,80.0136,545.1111,396.2593,44.4033,27.2798,136.6396,final
2023-06-11,1011449,RW45,27.0,1.5556,4.3691,9.2222,47.0198,458.2222,359.9642,69.9697,33.7115,126.5588,final
2023-06-21,1011449,RW45,27.0,1.8889,3.2173,5.5556,18.6012,401.5185,303.4309,83.8341,54.3877,131.2948,final
2023-07-01,1011449,RW45,27.0,1.5556,2.0716,5.0,9.658,337.2593,243.8531,92.7025,76.3047,136.7954,final
2023-07-11,1011449,RW45,27.0,1.0,1.7765,4.4444,7.0654,250.2963,187.1556,88.5407,84.6415,132.0258,final
2023-07-21,1011449,RW45,27.0,1.0,3.9012,3.5556,7.7494,174.5185,141.5642,67.4064,76.372,121.7428,final
2023-08-01,1011449,RW45,27.0,1.6667,11.0123,3.6667,16.6901,23.2222,106.3617,41.6345,51.205,28.5508,final
2023-08-11,1011449,RW45,27.0,1.4815,14.4741,4.1481,29.3877,17.8148,83.4728,33.2826,35.9203,29.7571,final
2023-08-21,1011449,RW45,27.0,1.5185,19.7593,4.6667,45.2457,13.7778,71.5963,26.3276,26.5481,29.1408,final
2023-09-01,1011449,RW45,27.0,27.8148,32.1025,30.8148,66.3358,39.4815,92.684,88.4437,53.4675,48.1881,final
2023-09-11,1011449,RW45,27.0,45.6296,29.4173,74.963,81.279,83.5556,117.7321,147.1052,93.0805,73.2436,final
2023-09-21,1011449,RW45,27.0,25.8148,30.4741,99.2593,91.9938,107.4815,144.9889,86.8657,107.1234,75.7999,final
2023-10-01,1011449,RW45,27.0,20.7037,40.9185,92.1481,100.8099,126.6296,183.8358,55.9768,92.1833,70.4873,final
2023-10-11,1011449,RW45,27.0,43.7778,44.1099,90.2963,115.5025,169.4074,226.1691,99.3238,79.9158,75.9656,final
2023-10-21,1011449,RW45,27.0,28.5185,50.1654,93.0,135.1938,196.9259,272.4333,60.76,70.9397,73.2654,final
2023-11-01,1011449,RW45,27.0,34.0741,47.7716,106.3704,142.0469,229.3333,309.1926,74.0437,76.5358,74.9809,prelim
2023-11-11,1011449,RW45,27.0,40.4444,39.4469,103.037,137.384,268.2963,334.1654,102.2443,76.6956,80.8612,prelim
2023-11-21,1011449,RW45,27.0,49.0741,44.0778,123.5926,131.2963,315.8519,358.484,110.1804,94.5478,88.4304,prelim
2023-12-01,1011449,RW45,27.0,28.2963,30.258,117.8148,113.7827,316.3333,356.6395,94.4361,103.2574,89.0066,prelim
2019-01-01,1011451,RW24,17.0,29.9412,35.3412,113.1765,115.3784,438.1765,373.8314,86.6142,98.2437,116.7639,final
2019-01-11,1011451,RW24,17.0,69.0,36.698,128.1765,117.5314,475.6471,365.702,177.4664,108.347,129.2639,final
2019-01-21,1011451,RW24,17.0,48.7059,39.0451,147.6471,111.0843,470.8235,360.9647,121.9338,130.1961,129.6144,final
2019-02-01,1011451,RW24,17.0,41.4706,34.6549,159.1765,110.398,450.1765,347.8784,117.1875,140.5143,128.5846,final
2019-02-11,1011451,RW24,17.0,14.4118,41.2941,104.5882,114.9941,435.8824,349.4255,41.9314,91.6749,124.0542,final
2019-02-21,1011451,RW24,17.0,18.1765,29.1843,74.0588,105.1333,410.7647,333.6824,67.7986,73.01,122.4284,final
2019-03-01,1011451,RW24,17.0,23.0,47.5961,55.5882,118.0745,327.9412,343.851,53.2359,51.211,95.5038,final
2019-03-11,1011451,RW24,17.0,33.8235,39.2863,75.0,116.0667,307.7647,348.5922,87.6649,67.4246,88.6145,final
2019-03-21,1011451,RW24,17.0,49.0,59.8824,105.8235,146.7647,327.5294,362.9824,83.2276,73.8837,90.4947,final
2019-04-01,1011451,RW24,17.0,55.7059,63.5157,138.5294,162.6843,353.2941,391.1569,88.6014,86.0121,90.5616,final
2019-04-11,1011451,RW24,17.0,55.1176,58.2922,159.8235,181.6902,339.4118,412.751,94.9844,88.5927,82.6519,final
2019-04-21,1011451,RW24,17.0,86.4706,54.9804,197.2941,176.7882,377.1765,428.6863,152.5008,110.9781,88.2582,final
2019-05-01,1011451,RW24,17.0,41.1176,50.7216,182.7059,163.9941,376.8235,444.7529,82.7644,110.7543,85.0623,final
2019-05-11,1011451,RW24,17.0,97.7059,40.6353,225.2941,146.3373,460.1176,444.0941,225.058,150.5042,103.5287,final
2019-05-21,1011451,RW24,17.0,73.2941,39.3824,212.1176,130.7392,515.2353,454.2922,176.4082,157.8221,113.126,final
2019-06-01,1011451,RW24,17.0,6.3529,10.4275,177.3529,90.4451,498.5882,417.1235,73.5892,186.5227,119.0729,final
2019-06-11,1011451,RW24,17.0,1.1765,4.4569,80.8235,54.2667,465.9412,382.2941,65.312,141.3229,121.3225,final
2019-06-21,1011451,RW24,17.0,5.7059,3.0627,13.2353,17.9471,422.6471,325.4745,132.7821,83.1404,128.9657,final
2019-07-01,1011451,RW24,17.0,3.7647,2.298,10.6471,9.8176,370.7059,264.2569,120.0967,104.1852,138.8136,final
2019-07-11,1011451,RW24,17.0,1.5294,1.1314,11.0,6.4922,317.1176,207.0961,106.4918,127.3333,150.6787,final
2019-07-21,1011451,RW24,17.0,1.2353,3.0333,6.5294,6.4627,231.8824,155.149,77.6178,100.405,146.4631,final
2019-08-01,1011451,RW24,17.0,14.5294,8.1588,17.2941,12.3235,205.2941,112.5863,148.4131,122.2661,175.6266,final
2019-08-11,1011451,RW24,17.0,5.7059,9.9471,21.4706,21.1392,113.2941,81.898,71.6253,101.0642,134.164,final
2019-08-21,1011451,RW24,17.0,18.1176,14.6078,38.3529,32.7137,58.1176,57.1235,117.9,113.2024,101.481,final
2019-09-01,1011451,RW24,17.0,41.5294,23.049,65.3529,47.6039,93.2941,69.7451,165.8861,130.8122,129.5304,final
2019-09-11,1011451,RW24,17.0,12.5882,23.898,72.2353,61.5549,104.7059,89.1863,60.8631,114.9262,115.6469,final
2019-09-21,1011451,RW24,17.0,26.5882,25.7275,80.7059,72.6745,125.5882,111.851,102.8014,109.7144,111.2738,final
2019-10-01,1011451,RW24,17.0,40.1765,36.6902,79.3529,86.3157,162.0,146.2431,108.3623,92.7709,110.0848,final
2019-10-11,1011451,RW24,17.0,63.5882,44.8275,130.3529,107.2451,224.0588,189.9392,137.6515,119.709,117.065,final
2019-10-21,1011451,RW24,17.0,45.8824,43.7824,149.6471,125.3,268.7059,230.6882,104.3048,117.9949,115.7954,final
2019-11-01,1011451,RW24,17.0,22.0,47.7412,131.4706,136.351,276.1765,270.2706,51.1934,96.6653,102.1072,final
2019-11-11,1011451,RW24,17.0,77.1765,39.7471,145.0588,131.2706,347.6471,300.0706,183.6466,109.7602,115.3438,final
2019-11-21,1011451,RW24,17.0,48.2941,44.9275,147.4706,132.4157,377.8235,330.3902,106.7431,110.5711,113.935,final
2019-12-01,1011451,RW24,17.0,76.6471,37.4275,202.1176,122.102,412.9412,344.7686,192.4392,160.5712,119.2161,final
2019-12-11,1011451,RW24,17.0,31.5294,34.5451,156.4706,116.9,431.8824,355.4157,92.3741,131.1825,120.9259,final
2019-12-21,1011451,RW24,17.0,45.8235,45.4922,154.0,117.4647,451.1176,375.1804,100.6563,128.6631,119.7147,final
2020-01-01,1011451,RW24,17.0,31.0588,35.3412,108.4118,115.3784,442.0,373.8314,89.3847,94.4435,117.76,final
2020-01-11,1011451,RW24,17.0,34.5294,36.698,111.4118,117.5314,412.9412,365.702,94.7992,95.2015,112.5736,final
2020-01-21,1011451,RW24,17.0,84.4706,39.0451,150.0588,111.0843,451.5294,360.9647,203.134,132.1879,124.4133,final
2020-02-01,1011451,RW24,17.0,60.9412,34.6549,179.9412,110.398,490.4706,347.8784,166.2876,157.761,139.8437,final
2020-02-11,1011451,RW24,17.0,40.5882,41.2941,186.0,114.9941,453.8824,349.4255,98.4752,156.8074,129.0622,final
2020-02-21,1011451,RW24,17.0,44.6471,29.1843,146.1765,105.1333,450.2353,333.6824,145.2335,135.6484,133.913,final
2020-03-01,1011451,RW24,17.0,28.0588,47.5961,113.2941,118.0745,401.6471,343.851,62.8542,96.2675,116.3335,final
2020-03-11,1011451,RW24,17.0,70.0,39.2863,142.7059,116.0667,440.1176,348.5922,169.3527,121.1311,125.5236,final
2020-03-21,1011451,RW24,17.0,54.8235,59.8824,152.8824,146.7647,449.1176,362.9824,92.2031,103.9024,123.0937,final
2020-04-01,1011451,RW24,17.0,49.8824,63.5157,174.7059,162.6843,467.9412,391.1569,80.1019,106.9616,119.1407,final
2020-04-11,1011451,RW24,17.0,63.2353,58.2922,167.9412,181.6902,496.6471,412.751,107.81,92.8275,119.8453,final
2020-04-21,1011451,RW24,17.0,111.8824,54.9804,225.0,176.7882,524.0588,428.6863,194.8676,125.8109,121.7405,final
2020-05-01,1011451,RW24,17.0,45.2353,50.7216,220.3529,163.9941,508.3529,444.7529,90.1541,132.3912,113.9856,final
2020-05-11,1011451,RW24,17.0,41.5294,40.6353,198.6471,146.3373,509.2941,444.0941,101.9593,133.4596,114.3583,final
2020-05-21,1011451,RW24,17.0,16.7059,39.3824,103.4706,130.7392,481.3529,454.2922,48.9066,80.6247,105.8284,final
